x1 x2 RESULT
0.222716 -0.263885 19.284638
0.622790 1.619696 37.482606
1.547574 1.317899 37.826374
-0.053766 1.908444 5.819759
-0.195564 1.858894 13.819170
-1.284069 1.211768 22.862387
-1.320064 0.696148 29.808013
-0.994494 2.851547 13.170119
-0.848197 3.154559 19.241128
-1.227987 1.249772 21.676817
-0.338279 1.387349 34.903741
-0.588509 1.893236 24.590665
-1.050273 2.568031 27.292853
1.480429 3.532126 54.389037
-1.445659 1.414572 42.107404
-0.468182 1.384866 39.433429
-1.409089 1.273547 33.494010
-1.318023 0.997290 16.878305
-1.281849 2.822915 27.177000
1.197121 1.381800 27.447381
-0.572088 0.738423 30.590971
-0.229321 2.853294 20.854171
0.742787 0.748225 21.676150
-1.381230 0.504634 39.500568
-0.970242 1.009141 2.150516
0.086416 1.255820 13.388387
-0.853825 2.231164 18.455818
-0.159332 -0.068705 5.553838
-2.363541 0.102283 24.135811
-0.870271 0.071160 4.887566
-0.460770 0.690030 34.065701
-0.692262 1.391943 33.747849
-1.174466 1.021579 7.944989
-0.513168 0.454492 40.029672
-1.892105 1.875965 12.196732
-1.714203 0.401242 33.465583
0.145266 1.122115 7.966312
0.025546 -0.078855 1.337900
0.842252 -1.128221 9.578561
-1.113228 -0.733239 15.253811
-0.413848 -0.609725 36.829502
-1.221710 -0.688025 23.994093
-0.806388 -0.266299 18.274164
-0.389527 -1.444623 39.325587
0.700384 -0.929904 15.376745
0.488180 0.844037 25.352459
-0.136218 0.564311 22.976118
-0.222934 0.825989 14.444358
-0.670812 1.048606 16.785076
0.543032 -1.211269 28.989175
-0.671753 0.693603 29.122871
0.348240 -0.870482 19.799515
0.567516 0.658053 35.329897
-0.459949 0.733151 31.490796
0.704286 -0.716428 25.936058
0.547965 0.870499 23.739029
0.291819 0.693133 26.660562
-0.017719 -0.042742 0.422506
-0.480020 0.988925 21.153903
0.033916 -0.719762 12.633921
0.645776 0.391244 34.415263
-0.185001 -0.552932 25.820594
-0.013225 -0.416745 18.871075
0.704590 0.590946 32.071609
-0.733459 0.890577 14.640299
-0.126025 0.750075 13.548387
0.813256 -0.080136 8.038190
0.046387 -0.242655 10.021433
-0.128583 -0.586140 22.020727
-0.866863 0.234079 13.107123
-0.933518 -0.230413 10.556803
-0.182432 -0.220548 14.122869
-0.361206 -0.151462 20.782541
-0.704701 0.742112 24.350719
0.358309 -0.449614 36.125582
0.190517 0.038234 6.673918
0.723063 0.381568 29.709604
0.629266 -0.821375 23.613854
-0.486070 0.399625 38.433989
-0.037889 0.421360 19.264933
0.643980 0.285180 28.868132
0.518202 0.589034 39.025808
-0.143660 -0.588479 22.665686
-0.579955 0.308732 32.803140
-0.253246 0.654637 26.336305
0.095372 0.682123 16.353476
0.618474 0.593737 36.405181
0.180793 0.118241 8.469106
-0.687993 0.604500 32.557732
-0.149341 -0.312698 18.047121
-0.689390 -0.453000 33.964452
-0.560886 -0.763349 29.336654
0.090228 0.166548 6.593802
-0.558215 -0.020239 19.731227
-0.548561 0.047162 20.277105
0.446335 0.592588 38.342283
0.299618 0.118882 15.833612
-0.660955 0.127241 18.789746
0.130200 -0.577091 22.363328
0.535445 -0.270222 31.379891
0.572671 -0.197397 26.097162
0.228953 -0.420116 27.676891
0.198555 -0.176850 12.458284
0.541943 0.250864 30.065687
0.347650 0.233634 24.906676
0.072453 0.145822 4.956765
-0.630771 -0.546718 37.079125
-0.485785 0.284209 32.409777
-0.016854 -0.281110 12.077611
-0.049054 -0.057737 1.127810
0.289643 0.120592 15.299414
0.345412 -0.556069 35.456578
-0.229370 0.244119 18.450167
-0.246332 -0.214866 17.686711
0.237254 -0.268691 20.500142
0.806289 -0.524180 27.346222
0.330579 0.280850 26.963842
0.115686 -0.534782 22.588974
-0.348674 0.187932 22.165415
0.027194 0.127973 3.224961
-0.344563 -0.197884 22.539639
0.119793 0.357108 19.076507
0.086104 -0.527447 21.565357
-0.554110 -0.376459 37.011947
-0.079678 0.221314 9.489869
0.024340 -0.190506 6.501920
0.197879 -0.357067 23.181204
0.190225 0.241152 15.870619
0.393165 0.403212 36.354665
0.118229 0.321975 17.121957
0.219831 -0.029343 8.334406
0.411119 -0.035548 18.899441
-0.410219 -0.366951 35.458166
0.431444 -0.161002 23.993568
0.467981 -0.332891 35.104053
0.068474 0.044253 1.302046
-0.045258 0.126982 3.437329
-0.439052 -0.056431 20.093665
0.097800 0.118059 4.480251
0.381869 -0.476530 37.633925
0.235772 0.363928 25.857672
-0.387613 0.204082 24.955318
-0.143009 0.394577 21.833947
0.102349 -0.129999 5.179320
0.137348 0.166052 8.511315
0.272240 0.059879 12.169952
-0.401831 0.096891 20.124660
0.124782 0.028915 3.100255
-0.404576 -0.381047 35.899206
0.094373 -0.016005 1.766798
0.122619 -0.241726 12.377735
-0.269308 0.202963 18.411314
0.240018 0.263281 20.333656
0.151118 -0.034201 4.433142
-0.217546 -0.069687 8.970526
-0.215608 -0.014994 7.946893
0.314979 -0.136311 17.536959
-0.397883 -0.069132 19.103011
0.280601 -0.011016 12.013677
0.063930 0.024165 0.915674
-0.186313 -0.166781 11.173130
0.237690 0.166053 14.277993
0.271958 0.188517 17.717045
-0.231569 0.310190 22.686721
0.067608 0.102466 2.905689
-0.335772 0.214357 23.069969
-0.229221 0.083636 10.106941
0.059736 0.077425 1.865859
0.051427 0.079133 1.737251
0.056952 -0.078969 1.848831
-0.243501 -0.040804 9.979603
-0.328897 0.158810 19.468844
0.282738 0.156825 16.621395
0.031231 -0.267421 11.356817
-0.050624 -0.051599 1.027806
0.036294 0.017659 0.322014
0.051357 -0.000107 0.518766
0.213415 -0.162100 12.546885
-0.088719 -0.186545 7.674307
-0.050621 0.206845 7.868515
0.164533 0.201215 11.934448
0.138761 -0.225574 12.107418
0.153781 0.112020 6.728574
-0.055575 0.184181 6.621844
0.162776 -0.104600 6.910329
0.289984 -0.096038 14.345273
0.156068 -0.204598 11.686845
0.095193 0.107534 3.953658
-0.057029 0.189996 6.993015
-0.192749 0.293745 19.317460
0.178946 0.019681 5.791136
0.065551 -0.082866 2.172511
0.096277 0.146554 5.753702
-0.167657 -0.086115 6.517994
-0.157745 0.039238 4.851465
0.203010 -0.106506 9.299577
-0.012449 0.254022 10.347915
-0.003228 0.064359 0.812741
0.080034 0.034254 1.476273
-0.166902 0.246902 14.906993
0.153646 -0.044138 4.716644
-0.037420 0.219366 8.411703
0.034539 0.088198 1.740118
-0.088510 0.079447 2.741331
0.013958 -0.000654 0.038714
0.166024 -0.102666 7.012621
0.031421 -0.214744 8.044239
-0.029520 0.097384 1.996192
0.203012 -0.062927 7.907041
0.047792 -0.122909 3.301498
-0.032044 0.042714 0.562827
0.146047 0.064864 4.767672
0.216959 0.185382 14.070849
0.027459 -0.033007 0.364592
-0.192641 -0.072233 7.528244
-0.067306 0.143579 4.706736
-0.097763 -0.168733 6.978889
0.187410 0.057762 6.857819
0.202991 -0.077092 8.286601
-0.052697 -0.181710 6.418607
0.043413 0.122984 3.226658
-0.076961 -0.087875 2.646137
-0.020803 -0.192588 6.593233
0.184184 -0.147272 10.021467
0.030045 -0.111773 2.557392
-0.000965 0.011809 0.027836
0.047212 -0.085579 1.857477
-0.174649 -0.042092 5.820431
-0.056261 0.110321 2.941420
-0.013469 0.114778 2.538801
0.173106 0.098950 7.265365
-0.100873 -0.149177 6.055016
0.090476 0.062231 2.339619
0.064902 -0.120992 3.591988
-0.079050 0.078758 2.420393
-0.085351 0.044281 1.797638
-0.007996 0.056118 0.631062
0.074912 0.105050 3.204433
-0.037998 -0.041359 0.622567
-0.002692 -0.078434 1.197541
0.038458 0.110329 2.612250
0.087145 -0.095650 3.230931
-0.158376 0.076933 5.732615
-0.053954 -0.028654 0.734505
-0.144519 0.064230 4.675422
-0.093122 0.157663 6.215308
0.022314 -0.005660 0.104975
0.127130 -0.058520 3.712181
-0.099156 -0.115642 4.427583
-0.079963 -0.048150 1.698695
-0.057230 -0.116410 3.214170
0.052989 0.133742 3.897643
-0.083982 0.030122 1.546728
0.039811 -0.067605 1.206046
0.031551 0.112706 2.613888
-0.008978 0.147999 4.058768
0.022110 -0.027332 0.244679
0.035595 -0.094168 1.959122
0.097863 -0.087294 3.315654
-0.087613 -0.087091 2.952762
0.116567 -0.055539 3.183765
-0.075492 -0.065291 1.943702
-0.000879 0.111530 2.369086
-0.111191 0.050933 2.865458
-0.014262 -0.000827 0.040464
-0.090334 -0.083715 2.934935
-0.073891 -0.002463 1.065178
-0.124881 -0.015436 2.986467
0.042776 0.137125 3.867259
0.026447 -0.059722 0.837822
-0.057293 0.005825 0.650979
-0.013140 -0.012497 0.065200
0.118935 -0.095887 4.448675
-0.104666 -0.074114 3.166830
0.088390 -0.036015 1.766988
-0.098054 0.004354 1.851939
0.055559 -0.076414 1.742707
-0.067812 -0.074150 1.969958
-0.114135 -0.033216 2.694195
0.047793 0.062713 1.220067
0.070426 -0.085971 2.399317
-0.026522 -0.069620 1.085670
-0.066752 -0.085689 2.293226
-0.012708 0.089041 1.564532
0.053632 -0.091938 2.196346
-0.026971 -0.016403 0.197309
0.004175 -0.000408 0.003491
0.008409 -0.070942 0.996144
-0.072903 0.069217 1.971889
0.103361 -0.092622 3.701167
0.093616 -0.015720 1.738372
0.030365 0.061872 0.932390
-0.080491 0.096519 3.050843
-0.001509 0.072505 1.025576
-0.026183 -0.020269 0.217101
0.084782 0.020251 1.474064
0.023661 -0.071762 1.115448
-0.048147 -0.088655 1.976012
0.040262 -0.091407 1.932667
0.043698 0.063529 1.166653
0.028592 0.005523 0.167801
0.020414 -0.077584 1.253409
-0.051551 -0.009528 0.540669
0.066075 -0.010083 0.874015
-0.079821 -0.040133 1.555759
-0.024030 0.070905 1.095456
-0.000256 0.084474 1.382942
-0.057007 -0.071896 1.646148
0.044459 -0.064024 1.191998
-0.018599 -0.003003 0.070340
-0.031593 -0.007193 0.207639
-0.058330 -0.021158 0.756201
0.049496 0.055750 1.092499
0.025947 -0.047704 0.581404
-0.059173 0.064014 1.488851
-0.045314 0.053485 0.966860
-0.039773 -0.067189 1.194661
-0.058712 -0.025083 0.800768
-0.066507 -0.021493 0.956392
0.075758 0.047886 1.568924
-0.017306 -0.019613 0.135575
-0.063193 0.017524 0.842815
0.074282 -0.068503 1.991837
0.045858 0.026740 0.555876
-0.059929 0.003465 0.706569
0.043701 -0.026495 0.515461
-0.049993 -0.022838 0.595109
0.040655 -0.051787 0.853550
-0.059405 -0.049150 1.167537
-0.015863 -0.052903 0.600063
0.024719 -0.009491 0.138849
-0.032444 0.033636 0.431739
0.050856 -0.008545 0.523255
0.000494 0.032168 0.204644
0.033700 -0.039990 0.540084
0.057900 0.063472 1.446607
-0.005792 0.060608 0.726686
0.011316 -0.021168 0.114163
-0.041436 -0.037465 0.615909
-0.051611 -0.014501 0.565560
-0.015326 -0.051217 0.562531
0.028162 -0.057580 0.807578
0.022108 -0.013589 0.133431
0.014361 0.027488 0.190425
0.038397 0.025671 0.421543
-0.052671 -0.030187 0.725655
0.037233 0.033556 0.496349
-0.011880 0.021557 0.120040
0.058541 -0.023888 0.785306
0.004065 -0.012171 0.032653
0.007540 -0.022295 0.109729
0.042681 0.031479 0.555213
0.024420 0.048464 0.580470
-0.038496 -0.041545 0.633066
-0.023001 -0.044040 0.487124
-0.028216 -0.046391 0.581506
0.017287 -0.035690 0.310890
0.033023 0.025769 0.347030
-0.004453 -0.037087 0.275587
-0.027111 -0.050692 0.651005
-0.021971 0.041045 0.428005
-0.008491 -0.046406 0.438547
-0.002209 -0.019028 0.072711
0.019949 0.003220 0.080910
0.015180 0.035290 0.291743
0.009608 -0.019097 0.090578
-0.023814 -0.041313 0.449018
0.019098 0.028677 0.234987
-0.030758 0.023089 0.292687
-0.017245 0.039933 0.373661
0.000006 0.013873 0.038158
-0.021388 -0.018001 0.154838
-0.000794 0.018034 0.064581
-0.005822 -0.020737 0.091919
-0.010541 -0.001291 0.022365
0.037430 -0.032552 0.486174
0.006415 0.029167 0.176463
0.034870 0.014183 0.280159
0.043421 0.035377 0.619017
0.032628 0.040349 0.531733
0.028798 -0.007152 0.174229
0.017215 0.008444 0.072878
0.025598 -0.034278 0.361930
0.004223 -0.011699 0.030678
-0.025726 0.024192 0.246900
0.019030 -0.030419 0.254785
-0.016476 -0.009986 0.073585
0.031267 -0.022051 0.289649
0.036429 0.027430 0.411046
0.008222 -0.001352 0.013772
-0.003294 -0.007688 0.013877
0.027835 0.005205 0.158699
0.019436 -0.014647 0.117387
-0.025542 0.014135 0.168761
0.007130 0.006042 0.017325
0.005320 -0.012095 0.034623
0.006106 0.013954 0.046000
-0.001060 -0.007910 0.012634
-0.016088 -0.011759 0.078723
-0.020583 -0.026955 0.227742
0.000726 0.019559 0.075908
0.026174 0.013451 0.171479
0.030969 -0.029903 0.366558
0.010216 0.000974 0.020886
0.023867 -0.027236 0.259613
0.022271 -0.010715 0.121007
-0.002259 -0.026915 0.144386
0.019335 0.023366 0.182197
-0.010022 0.012716 0.051980
-0.023920 -0.006961 0.122916
-0.005639 -0.027853 0.159827
-0.018816 0.005885 0.077025
0.003418 0.015462 0.049710
0.028934 -0.012406 0.196151
0.014620 0.004208 0.045888
0.013200 -0.016259 0.086949
0.014707 0.027830 0.196152
-0.008572 0.022798 0.117510
-0.007863 -0.008391 0.026230
-0.008762 0.011167 0.039958
-0.004000 -0.000924 0.003344
0.016732 0.013888 0.093732
0.008728 0.017487 0.075718
0.019932 -0.011351 0.104268
0.001084 0.001023 0.000441
0.012403 -0.010823 0.053736
0.021283 0.017833 0.152757
0.006693 -0.018364 0.075715
-0.000441 0.013909 0.038393
0.013478 0.011614 0.062766
0.023513 -0.013834 0.147431
-0.009935 0.008572 0.034150
0.017413 0.004223 0.063636
0.001001 0.004372 0.003991
0.000610 -0.017041 0.057632
0.012703 0.010582 0.054205
0.006751 -0.006729 0.018022
-0.016406 -0.000232 0.053362
0.011389 0.005944 0.032731
-0.021359 0.006087 0.097719
0.011470 0.000661 0.026175
-0.020796 0.012538 0.116848
0.013048 -0.014018 0.072717
0.016526 0.007294 0.064689
-0.008232 0.019708 0.090395
-0.002454 -0.012332 0.031353
-0.008213 0.001336 0.013734
0.019942 -0.003711 0.081524
-0.004263 -0.004097 0.006935
-0.015744 -0.014745 0.092240
0.001058 0.014579 0.042360
0.016578 -0.017524 0.115342
-0.015140 -0.003038 0.047274
0.013672 -0.008715 0.052125
0.010812 0.006766 0.032262
0.010126 -0.017075 0.078122
-0.009752 0.019188 0.091818
0.010894 -0.010796 0.046650
0.006170 -0.009682 0.026144
0.014439 0.007883 0.053660
-0.013084 -0.005063 0.039031
0.000885 0.005577 0.006326
-0.015029 0.008928 0.060589
-0.009875 0.000251 0.019352
0.003260 -0.006369 0.010155
0.015158 0.010326 0.066694
-0.002299 0.017495 0.061714
-0.007920 -0.003331 0.014642
0.002273 0.000204 0.001033
0.012193 -0.014956 0.073826
-0.007960 0.014386 0.053598
-0.011547 0.015165 0.072033
-0.013055 0.005119 0.038990
-0.005344 0.016271 0.058143
-0.012285 0.013640 0.066816
-0.014536 0.000997 0.042090
0.011852 0.007498 0.039005
0.007355 0.008798 0.026082
0.010194 0.004916 0.025404
-0.011285 -0.001700 0.025827
0.010854 0.003888 0.026361
0.006243 0.012097 0.036753
0.007706 0.012685 0.043685
0.012706 -0.000844 0.032152
-0.003530 0.013878 0.040658
-0.004122 0.000041 0.003370
0.010873 0.004869 0.028150
-0.001832 0.000219 0.000676
-0.004989 -0.006339 0.012910
-0.006659 -0.009181 0.025514
-0.012102 -0.004020 0.032248
0.009918 0.010370 0.040836
0.006300 0.000010 0.007872
0.000008 0.010400 0.021449
-0.009795 0.011019 0.043107
-0.001118 0.012284 0.030171
-0.002085 -0.001347 0.001223
0.006820 -0.003780 0.012062
-0.002221 -0.001638 0.001511
-0.006306 0.011919 0.036059
-0.008941 0.001413 0.016253
0.009375 -0.000537 0.017488
0.011381 -0.004493 0.029690
0.001928 0.006474 0.009051
0.008759 0.004931 0.020039
-0.006451 0.006550 0.016765
-0.008734 0.006701 0.024037
-0.003165 -0.006370 0.010038
0.004669 -0.002601 0.005666
-0.001449 0.005995 0.007547
0.007153 0.010724 0.032959
0.010665 0.004458 0.026500
-0.009050 -0.007045 0.026090
0.010733 0.002802 0.024402
-0.003213 0.008564 0.016594
0.001108 0.007118 0.010294
-0.002635 -0.005193 0.006727
0.000024 -0.001460 0.000423
-0.003897 -0.001123 0.003263
-0.007654 -0.001665 0.012170
0.008494 0.005573 0.020473
0.000889 -0.010595 0.022419
-0.007252 -0.000116 0.010434
-0.004108 0.006447 0.011592
0.007281 -0.009558 0.028636
-0.005986 -0.007321 0.017741
-0.008421 -0.007717 0.025879
0.007653 -0.008265 0.025168
-0.000074 0.003603 0.002576
0.003046 0.005184 0.007171
-0.004891 -0.009586 0.022971
-0.002638 -0.002549 0.002669
-0.007783 0.000665 0.012102
0.006590 0.002321 0.009685
0.005820 -0.002833 0.008311
-0.007887 0.005471 0.018276
0.007909 0.005819 0.019124
-0.002189 0.001399 0.001339
-0.005192 -0.007263 0.015811
-0.007256 -0.000856 0.010588
-0.003911 -0.006722 0.011999
0.006581 0.003715 0.011331
0.007423 -0.001784 0.011561
0.005412 0.002997 0.007592
0.005065 -0.003336 0.007297
0.003079 0.004091 0.005202
0.006788 -0.002368 0.010253
0.000825 0.001433 0.000542
0.001089 -0.006863 0.009578
-0.004053 0.004315 0.006952
-0.005844 -0.002505 0.008019
0.004062 -0.000377 0.003302
0.007220 -0.007040 0.020171
-0.004432 -0.005368 0.009614
0.005845 0.002859 0.008399
0.004924 -0.003741 0.007585
-0.002527 0.003063 0.003128
0.000843 0.002226 0.001124
0.001124 -0.003896 0.003262
-0.000392 -0.005196 0.005385
-0.003456 -0.001171 0.002641
0.005727 -0.007485 0.017619
0.005000 -0.001108 0.005202
0.003242 0.000657 0.002171
-0.001858 0.001978 0.001461
-0.002001 -0.004754 0.005278
-0.000941 -0.001166 0.000445
-0.000859 -0.006069 0.007453
0.006019 0.003659 0.009842
-0.004857 -0.001015 0.004885
0.003711 0.004430 0.006624
-0.005019 0.002345 0.006088
-0.000064 -0.003534 0.002479
0.005185 -0.001816 0.005986
0.001526 -0.001186 0.000741
-0.003508 -0.006576 0.011019
-0.002617 -0.003757 0.004160
0.004339 -0.003561 0.006251
-0.001693 -0.003561 0.003085
-0.000675 -0.000622 0.000167
0.002275 -0.003737 0.003797
-0.005677 0.000519 0.006447
-0.000333 0.001106 0.000265
-0.004846 0.003558 0.007170
-0.001914 -0.002954 0.002458
-0.004557 0.000839 0.004259
-0.005120 -0.001599 0.005708
0.001541 -0.002438 0.001650
0.001243 -0.002695 0.001747
-0.003281 0.003529 0.004607
-0.003705 0.000533 0.002780
0.000152 -0.002213 0.000976
-0.000934 -0.003537 0.002655
0.001763 0.001995 0.001407
-0.000894 0.001090 0.000394
0.000978 0.001214 0.000482
-0.004161 0.002579 0.004755
-0.002448 -0.004404 0.005037
0.001165 0.001331 0.000621
-0.002144 -0.001179 0.001188
0.000333 -0.003612 0.002610
-0.004444 -0.002772 0.005443
-0.003593 0.001825 0.003222
-0.004382 0.000420 0.003844
-0.002395 -0.001948 0.001890
-0.003587 0.001320 0.002898
-0.004841 0.000917 0.004815
-0.004204 0.000610 0.003580
-0.001711 0.000948 0.000759
0.003381 -0.002238 0.003262
-0.002786 0.001422 0.001941
0.000770 -0.000414 0.000152
0.001089 0.001087 0.000470
-0.003138 0.003002 0.003740
-0.000134 0.001362 0.000372
-0.000967 -0.001657 0.000730
0.001092 -0.003609 0.002820
0.001033 -0.000728 0.000317
0.004260 0.003066 0.005466
-0.002472 0.001714 0.001795
0.003007 -0.003880 0.004781
0.002074 -0.002767 0.002372
0.000232 0.002589 0.001340
0.001483 -0.000619 0.000513
0.000886 0.001589 0.000657
0.003400 0.001423 0.002695
-0.002453 -0.000991 0.001389
-0.000246 -0.002921 0.001704
-0.001270 0.000844 0.000461
-0.000806 0.001435 0.000538
0.002145 -0.002934 0.002620
-0.002012 0.002362 0.001910
-0.000122 -0.001035 0.000215
0.000902 0.001740 0.000762
0.000582 -0.001463 0.000492
0.003280 -0.001399 0.002523
0.003204 0.000509 0.002088
0.000791 0.000711 0.000224
-0.000660 0.001476 0.000518
-0.000214 -0.002840 0.001609
0.000793 0.001725 0.000715
0.000529 0.000534 0.000112
0.002771 0.001057 0.001745
-0.000591 0.002760 0.001581
0.003230 0.001314 0.002412
0.000677 0.002981 0.001853
0.001236 0.002171 0.001238
0.001408 0.000982 0.000585
-0.000049 0.001863 0.000689
0.001142 0.001036 0.000472
0.001894 -0.000966 0.000897
-0.000944 0.001018 0.000382
-0.000880 -0.002100 0.001029
-0.001252 -0.001863 0.000999
-0.000951 -0.001733 0.000776
-0.002026 -0.001506 0.001265
0.000418 0.002310 0.001093
0.000207 0.000629 0.000087
-0.000745 -0.000556 0.000171
0.000073 0.001410 0.000395
-0.001916 0.000212 0.000737
-0.001331 0.002346 0.001444
0.000427 -0.000960 0.000219
-0.001871 -0.001375 0.001069
-0.001835 -0.000833 0.000805
0.000167 0.000638 0.000086
-0.000889 0.002548 0.001445
0.002072 0.002500 0.002092
0.002328 0.002884 0.002726
-0.000183 0.000418 0.000041
0.001907 0.001715 0.001305
0.001520 0.001457 0.000880
0.001754 -0.000367 0.000637
-0.000315 -0.001651 0.000560
-0.001638 -0.001116 0.000779
-0.000058 -0.000676 0.000091
0.001816 0.001006 0.000855
0.001688 0.000283 0.000581
0.001801 0.002231 0.001630
-0.002051 -0.001081 0.001067
-0.001057 -0.000179 0.000228
0.001558 0.000611 0.000556
0.000686 0.001242 0.000399
0.000309 0.002154 0.000939
0.000328 0.000772 0.000140
-0.000071 -0.000208 0.000010
0.001023 -0.000574 0.000273
0.000248 -0.001343 0.000370
0.001450 -0.000466 0.000460
-0.000385 -0.001177 0.000304
0.001245 0.001492 0.000749
-0.001172 -0.001309 0.000613
-0.000436 0.000798 0.000164
-0.000881 -0.000093 0.000156
-0.000484 0.001357 0.000412
-0.000658 -0.000089 0.000088
0.001483 -0.001221 0.000732
0.000713 0.000022 0.000101
-0.001645 -0.000634 0.000616
-0.000753 0.000197 0.000120
0.000556 0.001423 0.000463
0.001514 -0.001426 0.000858
-0.001002 -0.000532 0.000255
-0.001205 0.000425 0.000324
-0.000434 -0.001270 0.000358
-0.000067 -0.000877 0.000153
-0.000587 -0.000014 0.000068
0.000718 -0.000297 0.000120
-0.001025 0.000324 0.000229
-0.001445 0.000015 0.000414
0.000166 -0.001283 0.000332
-0.000969 0.000586 0.000254
-0.001155 0.000697 0.000361
0.000986 -0.001096 0.000431
-0.000119 -0.000996 0.000200
-0.000171 -0.001584 0.000503
-0.000901 -0.000125 0.000164
-0.000907 0.000317 0.000183
0.001014 -0.001318 0.000549
0.000103 0.000615 0.000077
-0.000435 0.000404 0.000070
0.000553 0.000786 0.000183
-0.001032 0.000942 0.000388
-0.000414 0.000635 0.000114
0.001132 -0.001439 0.000665
0.000015 -0.000432 0.000037
-0.000788 -0.000716 0.000225
-0.001276 0.000425 0.000359
0.000503 -0.000025 0.000050
-0.000194 -0.000202 0.000016
0.001135 0.000346 0.000279
-0.000372 0.000534 0.000084
0.000128 -0.001151 0.000266
0.000927 -0.000450 0.000211
-0.000583 -0.000854 0.000212
0.000421 -0.001008 0.000237
-0.000629 0.000278 0.000094
-0.000072 -0.000318 0.000021
-0.000267 -0.000239 0.000025
0.000132 -0.000940 0.000179
-0.000187 0.000152 0.000011
0.000978 -0.000813 0.000321
-0.000584 -0.000853 0.000212
0.000450 -0.000140 0.000044
0.000226 0.000005 0.000010
0.000476 0.000651 0.000129
0.000918 0.000452 0.000208
0.000306 0.000018 0.000019
0.000900 -0.000138 0.000164
-0.001035 0.000130 0.000216
0.000652 -0.001100 0.000324
-0.000021 -0.001118 0.000248
0.000354 -0.000807 0.000154
-0.000684 -0.000896 0.000252
0.000464 0.000037 0.000043
-0.000597 0.000701 0.000168
-0.000032 0.000393 0.000031
0.000023 0.000145 0.000004
-0.000622 0.000376 0.000105
-0.000209 -0.000021 0.000009
-0.000640 -0.000504 0.000132
-0.000570 0.000875 0.000216
-0.000424 -0.000686 0.000129
-0.000288 -0.000286 0.000033
0.000089 0.000825 0.000137
-0.000553 0.000244 0.000072
0.000441 -0.000611 0.000113
-0.000800 -0.000289 0.000144
0.000273 -0.000499 0.000064
0.000176 -0.000369 0.000033
0.000082 -0.000444 0.000040
-0.000583 0.000026 0.000068
-0.000125 -0.000619 0.000079
