x RESULT
-1.059358 1.809704
0.010678 0.022611
1.116619 3.813395
0.159470 4.639102
0.716244 12.618101
1.851202 7.488184
-0.724582 12.115273
-0.614199 17.911522
-1.762840 12.301739
-1.498400 22.244696
-0.368780 16.925369
-0.775662 8.996243
0.236373 9.200706
-0.183819 5.994327
0.507591 20.246276
-1.120202 3.973848
0.220721 8.219432
-0.426929 19.146716
0.933167 1.739609
-1.295401 14.492137
-0.835850 5.562319
-0.336787 15.300150
1.100504 3.139599
1.024043 1.162556
-0.014609 0.042309
0.983742 1.019878
-0.251972 10.187367
-0.913174 2.285445
-1.343688 17.357939
-1.064163 1.934145
-0.274738 11.623538
-1.226377 10.025176
-0.986540 1.009003
-0.406276 18.480668
1.030715 1.248016
1.562224 21.685957
-0.304104 13.426834
0.881870 3.408092
1.319776 15.986869
-0.224542 8.457668
-0.084424 1.381348
-1.137670 4.807948
0.009006 0.016087
-0.793689 7.919253
-1.030004 1.238088
-1.098172 3.048826
-0.571892 19.324066
-0.869675 3.925782
-1.052945 1.656941
-0.589826 18.797042
-0.450389 19.720942
-0.047005 0.435183
0.822486 6.277882
0.028396 0.159544
-0.772925 9.161975
-0.743752 10.945627
-0.676555 14.910369
0.764881 9.651430
-0.546516 19.874613
1.039458 1.386227
-0.802798 7.387580
-0.078538 1.199210
-0.843451 5.171333
0.612986 17.959960
0.751279 10.484074
-0.964073 1.183142
0.630028 17.241127
0.988499 1.003229
0.658065 15.893595
0.623649 17.519770
0.058002 0.660117
-0.010401 0.021453
-0.346655 15.826727
-0.098395 1.860656
0.818354 6.505720
0.412372 18.692263
0.653286 16.136371
0.106526 2.168925
0.343543 15.662918
-0.308755 13.703731
-0.455649 19.821853
-0.223203 8.374046
-0.532386 20.077114
-0.238478 9.333528
-0.233886 9.043938
0.236745 9.224153
-0.776467 8.947603
-0.690839 14.109467
0.556643 19.683199
-0.760558 9.915536
-1.220671 9.657683
-0.246219 9.823068
-0.184473 6.032161
0.111397 2.363512
-0.457000 19.846078
0.247192 9.884698
0.189681 6.336096
0.744815 10.880484
1.127708 4.321977
0.355590 16.284757
0.370470 17.004221
0.469437 20.036557
-0.653925 16.104211
0.487461 20.206598
0.037727 0.281069
0.608945 18.118048
-0.406793 18.499074
-0.621071 17.629167
0.643092 16.636941
0.051059 0.512806
-0.409321 18.587893
-0.079626 1.231968
-0.534137 20.056160
0.229050 8.739951
-0.612600 17.975267
0.607028 18.191299
-0.372425 17.094427
-0.503341 20.251149
0.280990 12.013854
-0.104321 2.083252
-0.655262 16.036555
-0.155050 4.405799
0.306611 13.576476
-0.224628 8.463060
0.347867 15.889895
-0.091192 1.605388
-0.517601 20.206824
0.077280 1.161856
-0.422091 19.003771
0.198531 6.861571
-0.198064 6.833609
-0.166642 5.026417
-0.441255 19.521204
0.009446 0.017695
0.037192 0.273181
0.261132 10.767056
0.027889 0.153919
-0.147695 4.027398
0.089442 1.545994
-0.304538 13.452817
0.355382 16.274304
-0.043421 0.371738
-0.412349 18.691484
0.416431 18.826248
0.220760 8.221865
-0.281878 12.069046
-0.128120 3.085337
-0.035159 0.244249
-0.371925 17.071455
0.444443 19.594422
0.327684 14.796879
0.436356 19.401464
-0.009532 0.018021
-0.152473 4.271800
0.390521 17.878456
-0.117859 2.632782
-0.265626 11.050814
-0.643619 16.611654
0.100898 1.953290
-0.151245 4.208491
-0.278061 11.831321
-0.225915 8.543515
0.130050 3.173735
-0.299907 13.174562
-0.308636 13.696711
0.186316 6.139260
-0.108861 2.261298
0.115999 2.553999
0.298526 13.091078
0.355973 16.303994
0.156618 4.488061
0.323223 14.544611
-0.166267 5.005926
0.016614 0.054708
-0.154206 4.361738
0.066996 0.877474
-0.286941 12.382649
0.251408 10.151641
0.311586 13.870776
0.085953 1.430617
-0.226727 8.594303
-0.003761 0.002807
-0.059347 0.690741
0.083668 1.357267
-0.174282 5.450318
0.015606 0.048278
0.300533 13.212311
0.306269 13.556083
0.017028 0.057471
-0.089267 1.540089
0.094447 1.718625
-0.175981 5.546053
-0.240784 9.479235
0.096494 1.791648
-0.237244 9.255678
-0.058288 0.666583
-0.253180 10.263918
-0.068009 0.903804
-0.141176 3.702775
-0.142704 3.777944
-0.066594 0.867117
-0.027754 0.152428
-0.028921 0.165491
-0.101786 1.986656
-0.088145 1.502627
0.081650 1.294027
-0.111911 2.384475
0.164213 4.894051
0.156830 4.499252
-0.073798 1.061353
0.236545 9.211552
0.072558 1.026589
-0.069076 0.931943
0.050004 0.492011
-0.052242 0.536637
0.227622 8.650366
0.109145 2.272630
-0.148182 4.052068
-0.128452 3.100431
0.062234 0.758704
0.017409 0.060066
0.066001 0.851963
-0.116645 2.581238
0.153179 4.308353
-0.012299 0.029994
-0.099563 1.903643
-0.036635 0.265096
-0.015510 0.047686
0.092635 1.655173
-0.154168 4.359752
-0.126849 3.027630
-0.058608 0.673823
0.172233 5.335573
-0.063184 0.781721
0.026982 0.144092
-0.105411 2.125421
0.003988 0.003154
0.162937 4.824996
0.152112 4.253162
0.089294 1.541007
-0.026432 0.138295
0.151788 4.236441
-0.138306 3.563222
-0.059768 0.700447
-0.118422 2.656838
-0.011209 0.024915
-0.075634 1.113799
-0.051811 0.527894
0.058762 0.677333
0.017403 0.060028
0.139594 3.625595
0.111597 2.371670
0.142245 3.755316
0.001571 0.000490
0.121242 2.778655
0.039139 0.302389
-0.138255 3.560781
-0.147523 4.018740
-0.080031 1.244284
-0.003804 0.002870
0.037273 0.274375
-0.118380 2.655023
-0.013910 0.038363
-0.133555 3.336901
-0.098480 1.863777
-0.069711 0.948884
-0.126374 3.006225
0.133853 3.350920
0.069974 0.955928
-0.046062 0.418014
0.001567 0.000487
0.080016 1.243809
0.001773 0.000624
0.000169 0.000006
0.125714 2.976551
0.081450 1.287815
0.008357 0.013852
-0.087481 1.480622
0.111780 2.379123
-0.001907 0.000721
-0.012210 0.029563
0.002921 0.001693
-0.053235 0.557033
0.033133 0.217011
-0.058996 0.682667
0.104911 2.106030
-0.084084 1.370490
-0.101889 1.990552
-0.045765 0.412675
-0.086711 1.455334
-0.009888 0.019392
0.059021 0.683239
-0.105606 2.133000
-0.057300 0.644419
-0.015562 0.048010
0.053814 0.569114
-0.017620 0.061528
0.004224 0.003539
-0.008894 0.015690
-0.082176 1.310375
-0.061325 0.736973
-0.045790 0.413124
-0.092865 1.663154
-0.011387 0.025713
-0.087541 1.482616
-0.037220 0.273598
0.015962 0.050505
0.028241 0.157816
0.047493 0.444200
-0.065724 0.844943
0.085481 1.415309
-0.027045 0.144765
0.069158 0.934126
-0.075274 1.103425
-0.071590 0.999847
0.017777 0.062633
0.074497 1.081194
0.053613 0.564914
0.032174 0.204671
0.043838 0.378877
-0.071062 0.985395
0.042696 0.359506
-0.002168 0.000932
-0.028302 0.158495
0.007810 0.012099
-0.028532 0.161081
-0.054344 0.580255
0.023702 0.111247
0.014273 0.040391
0.032395 0.207486
0.065335 0.835109
-0.014365 0.040911
0.058193 0.664430
-0.050597 0.503662
-0.002561 0.001301
-0.047873 0.451276
0.007513 0.011197
0.029547 0.172713
0.066370 0.861377
0.020257 0.081300
0.007245 0.010411
0.024176 0.115738
0.026081 0.134652
-0.000224 0.000010
0.003686 0.002695
0.025048 0.124215
-0.015174 0.045645
0.030428 0.183126
-0.047608 0.446328
-0.031423 0.195266
0.014860 0.043779
0.049432 0.480918
-0.048973 0.472098
-0.016899 0.056606
-0.031414 0.195148
0.040896 0.329998
0.010242 0.020804
0.035948 0.255289
0.024570 0.119528
0.041494 0.339668
0.002649 0.001392
-0.009965 0.019695
-0.021027 0.087589
0.026394 0.137898
-0.011101 0.024439
-0.029551 0.172759
0.015354 0.046732
0.023980 0.113873
-0.026969 0.143948
-0.024835 0.122113
-0.032115 0.203924
0.006223 0.007683
0.012415 0.030561
-0.021828 0.094380
-0.035318 0.246454
0.009405 0.017545
-0.007965 0.012585
-0.042499 0.356212
-0.000036 0.000000
0.006253 0.007756
0.038889 0.298550
0.021535 0.091870
0.034577 0.236265
-0.028387 0.159449
-0.015895 0.050083
0.020417 0.082591
0.030285 0.181413
-0.011995 0.028532
0.032688 0.211247
-0.029537 0.172592
-0.033301 0.219206
-0.006544 0.008496
0.034979 0.241761
0.017611 0.061466
-0.012967 0.033339
-0.028781 0.163888
0.011806 0.027641
0.011111 0.024484
-0.007195 0.010268
-0.019883 0.078330
0.031255 0.193190
-0.029829 0.176012
0.020134 0.080314
-0.011670 0.027008
-0.020300 0.081648
-0.003609 0.002585
-0.002759 0.001510
-0.023236 0.106929
-0.029704 0.174541
0.022654 0.101640
0.007237 0.010389
-0.012214 0.029584
-0.020961 0.087037
-0.027423 0.148829
0.021315 0.090002
0.014768 0.043235
-0.022776 0.102742
0.006655 0.008786
-0.005988 0.007112
0.014473 0.041530
0.024429 0.118163
0.002231 0.000987
-0.010967 0.023851
0.018427 0.067289
0.009709 0.018696
0.022488 0.100164
-0.022214 0.097738
-0.017803 0.062815
0.017542 0.060988
-0.000006 0.000000
0.006603 0.008648
-0.007182 0.010233
0.023724 0.111453
-0.019273 0.073605
-0.002940 0.001715
-0.015070 0.045020
0.007648 0.011602
-0.007924 0.012454
-0.016152 0.051711
-0.006169 0.007549
0.018404 0.067122
-0.002543 0.001283
0.015153 0.045521
0.001161 0.000268
0.004368 0.003784
0.017164 0.058387
0.005092 0.005143
-0.007839 0.012189
-0.007784 0.012017
-0.009379 0.017446
-0.001582 0.000497
-0.002591 0.001332
0.013792 0.037713
-0.000966 0.000185
0.019837 0.077971
-0.014967 0.044408
0.003508 0.002441
0.001936 0.000744
0.003009 0.001797
0.019521 0.075509
0.011929 0.028216
0.005144 0.005250
-0.004414 0.003865
0.007929 0.012471
-0.010939 0.023732
0.015560 0.047996
0.014402 0.041120
-0.013241 0.034765
-0.017854 0.063178
0.016233 0.052231
-0.013110 0.034080
-0.004474 0.003971
-0.009691 0.018626
0.005123 0.005207
0.008927 0.015805
0.007228 0.010363
0.012764 0.032304
0.012571 0.031334
0.012555 0.031256
0.002255 0.001009
0.004833 0.004633
-0.005242 0.005450
-0.005415 0.005816
0.015463 0.047398
-0.005107 0.005173
-0.004659 0.004306
0.009726 0.018760
-0.007846 0.012211
0.000602 0.000072
-0.005018 0.004995
0.006076 0.007323
0.012650 0.031730
0.014160 0.039752
-0.013996 0.038836
0.004091 0.003320
0.006532 0.008463
0.005108 0.005177
-0.010498 0.021857
0.005465 0.005924
0.003425 0.002327
-0.003103 0.001910
0.001061 0.000223
0.000658 0.000086
0.008926 0.015802
0.004233 0.003555
-0.005958 0.007042
0.006858 0.009330
-0.004165 0.003441
0.007149 0.010138
-0.000990 0.000195
0.011228 0.025001
-0.005832 0.006747
-0.000660 0.000086
-0.011156 0.024682
0.002719 0.001467
0.002169 0.000934
0.001532 0.000466
0.007938 0.012498
-0.005099 0.005157
-0.004517 0.004048
-0.009809 0.019081
-0.004070 0.003286
0.007371 0.010777
0.009080 0.016352
0.009201 0.016791
-0.000620 0.000076
-0.008505 0.014347
-0.006209 0.007648
0.001707 0.000578
-0.008880 0.015642
0.000821 0.000134
-0.009032 0.016182
0.005317 0.005609
-0.009339 0.017298
-0.008785 0.015308
-0.006908 0.009466
0.008094 0.012994
-0.008297 0.013654
-0.001629 0.000527
0.002374 0.001118
0.002306 0.001055
0.001002 0.000199
0.002766 0.001518
-0.007997 0.012684
0.007910 0.012412
-0.004707 0.004396
0.000027 0.000000
-0.003244 0.002087
-0.003757 0.002800
-0.005387 0.005756
-0.003491 0.002418
-0.005353 0.005684
0.006070 0.007308
0.003422 0.002323
-0.004165 0.003442
0.007380 0.010803
0.006027 0.007205
-0.006466 0.008294
0.005850 0.006790
-0.005513 0.006028
0.004740 0.004458
0.004187 0.003479
0.003432 0.002337
0.006379 0.008071
0.006003 0.007149
-0.002039 0.000825
-0.006362 0.008030
0.004647 0.004284
0.003167 0.001990
-0.003106 0.001914
-0.006141 0.007481
0.001057 0.000222
-0.001556 0.000480
0.003175 0.002000
0.005550 0.006111
-0.002147 0.000915
0.002638 0.001381
-0.000947 0.000178
-0.005447 0.005885
0.000962 0.000183
0.003430 0.002334
0.003595 0.002564
0.005442 0.005875
0.002010 0.000802
-0.001602 0.000509
-0.001585 0.000498
0.001843 0.000674
-0.001367 0.000371
-0.004875 0.004715
-0.000506 0.000051
-0.003116 0.001926
-0.000249 0.000012
0.000318 0.000020
0.000639 0.000081
-0.000796 0.000126
-0.000137 0.000004
0.000174 0.000006
0.000631 0.000079
-0.000019 0.000000
-0.000670 0.000089
0.000030 0.000000
-0.002664 0.001407
0.004513 0.004041
-0.002139 0.000907
-0.002558 0.001298
0.000652 0.000084
-0.002601 0.001343
0.001255 0.000313
-0.001865 0.000690
0.003938 0.003076
-0.003854 0.002947
0.004148 0.003413
-0.003248 0.002093
0.000932 0.000172
-0.002926 0.001699
-0.002000 0.000794
-0.003485 0.002409
-0.000591 0.000069
0.002426 0.001168
0.000572 0.000065
-0.003336 0.002208
0.001195 0.000283
0.002181 0.000944
0.002629 0.001371
-0.003038 0.001831
0.000228 0.000010
0.001800 0.000643
-0.000455 0.000041
-0.000338 0.000023
-0.001432 0.000407
0.000635 0.000080
-0.001571 0.000489
0.002615 0.001357
-0.000250 0.000012
-0.002907 0.001677
-0.002214 0.000973
-0.002087 0.000864
0.001096 0.000238
0.000215 0.000009
-0.000804 0.000128
-0.002479 0.001219
0.001685 0.000563
0.001560 0.000483
-0.001353 0.000363
-0.001728 0.000593
0.001762 0.000616
-0.002960 0.001738
-0.001829 0.000663
0.001822 0.000659
-0.001798 0.000642
0.002133 0.000902
0.002421 0.001163
-0.000707 0.000099
0.001425 0.000403
-0.000915 0.000166
0.001388 0.000382
0.000292 0.000017
-0.001699 0.000572
0.000480 0.000046
0.002285 0.001036
-0.000209 0.000009
0.002581 0.001322
0.000182 0.000007
-0.000155 0.000005
-0.000070 0.000001
-0.002065 0.000846
-0.001775 0.000625
0.001271 0.000321
0.000903 0.000162
0.001777 0.000626
-0.002082 0.000860
0.001264 0.000317
-0.000644 0.000082
0.001315 0.000343
-0.001996 0.000790
0.001648 0.000539
-0.001643 0.000536
-0.001892 0.000710
-0.001546 0.000474
-0.001963 0.000764
0.000135 0.000004
0.001961 0.000763
-0.000711 0.000100
0.001112 0.000245
-0.000094 0.000002
-0.000365 0.000026
0.000893 0.000158
0.001910 0.000723
0.000675 0.000090
-0.001539 0.000470
0.000268 0.000014
0.000945 0.000177
0.001599 0.000507
0.000486 0.000047
0.001491 0.000441
-0.000925 0.000170
0.000306 0.000019
0.001691 0.000567
0.000579 0.000067
-0.001263 0.000317
-0.001467 0.000427
-0.001001 0.000199
-0.000816 0.000132
-0.001371 0.000373
0.000232 0.000011
-0.000609 0.000074
0.000322 0.000021
0.000623 0.000077
-0.001260 0.000315
0.000114 0.000003
0.000289 0.000017
0.000270 0.000014
-0.001514 0.000455
-0.001402 0.000390
0.000792 0.000125
-0.001307 0.000339
0.000144 0.000004
0.001001 0.000199
-0.000834 0.000138
-0.000150 0.000004
-0.000097 0.000002
-0.000857 0.000146
0.000282 0.000016
-0.001012 0.000203
0.000568 0.000064
-0.000129 0.000003
-0.000332 0.000022
-0.000063 0.000001
-0.000579 0.000066
0.000963 0.000184
-0.000881 0.000154
0.000084 0.000001
-0.000640 0.000081
-0.000553 0.000061
-0.000852 0.000144
-0.000467 0.000043
0.001070 0.000227
0.000477 0.000045
-0.000382 0.000029
0.000470 0.000044
0.000857 0.000146
0.000578 0.000066
0.001004 0.000200
-0.000956 0.000181
0.000307 0.000019
-0.000824 0.000135
0.000065 0.000001
-0.000410 0.000033
-0.000366 0.000027
0.000550 0.000060
-0.000036 0.000000
-0.000976 0.000189
0.000831 0.000137
0.000898 0.000160
-0.000887 0.000156
-0.000191 0.000007
-0.000926 0.000170
0.000314 0.000020
-0.000427 0.000036
0.000648 0.000083
0.000759 0.000114
0.000444 0.000039
0.000720 0.000103
-0.000186 0.000007
0.000153 0.000005
0.000348 0.000024
0.000188 0.000007
0.000470 0.000044
0.000652 0.000084
-0.000147 0.000004
0.000155 0.000005
-0.000483 0.000046
-0.000663 0.000087
0.000596 0.000070
0.000177 0.000006
-0.000470 0.000044
-0.000397 0.000031
0.000020 0.000000
-0.000479 0.000046
0.000382 0.000029
-0.000200 0.000008
0.000686 0.000093
0.000260 0.000013
0.000311 0.000019
-0.000745 0.000110
0.000670 0.000089
0.000270 0.000014
0.000218 0.000009
0.000015 0.000000
-0.000700 0.000097
0.000563 0.000063
-0.000237 0.000011
-0.000019 0.000000
0.000440 0.000038
0.000272 0.000015
-0.000325 0.000021
0.000147 0.000004
-0.000596 0.000071
-0.000658 0.000086
0.000177 0.000006
-0.000591 0.000069
-0.000052 0.000001
-0.000206 0.000008
-0.000269 0.000014
-0.000068 0.000001
0.000343 0.000023
0.000236 0.000011
-0.000044 0.000000
-0.000358 0.000025
0.000335 0.000022
0.000294 0.000017
-0.000379 0.000028
-0.000500 0.000049
0.000287 0.000016
0.000006 0.000000
0.000200 0.000008
-0.000225 0.000010
0.000332 0.000022
0.000115 0.000003
-0.000128 0.000003
-0.000369 0.000027
0.000211 0.000009
0.000326 0.000021
0.000218 0.000009
0.000221 0.000010
-0.000024 0.000000
-0.000383 0.000029
0.000416 0.000034
0.000060 0.000001
0.000292 0.000017
-0.000269 0.000014
0.000460 0.000042
0.000395 0.000031
0.000237 0.000011
-0.000171 0.000006
-0.000261 0.000014
-0.000302 0.000018
-0.000029 0.000000
-0.000357 0.000025
0.000234 0.000011
-0.000320 0.000020
-0.000012 0.000000
0.000016 0.000000
-0.000234 0.000011
0.000095 0.000002
0.000399 0.000032
0.000076 0.000001
-0.000102 0.000002
-0.000332 0.000022
0.000057 0.000001
-0.000132 0.000003
-0.000085 0.000001
0.000072 0.000001
0.000302 0.000018
-0.000178 0.000006
-0.000260 0.000013
-0.000187 0.000007
0.000258 0.000013
-0.000021 0.000000
-0.000267 0.000014
0.000138 0.000004
0.000172 0.000006
-0.000009 0.000000
-0.000302 0.000018
-0.000184 0.000007
-0.000131 0.000003
0.000016 0.000000
-0.000034 0.000000
-0.000239 0.000011
-0.000239 0.000011
0.000219 0.000009
-0.000069 0.000001
0.000162 0.000005
-0.000146 0.000004
0.000245 0.000012
-0.000173 0.000006
0.000269 0.000014
-0.000239 0.000011
-0.000198 0.000008
-0.000093 0.000002
-0.000252 0.000013
0.000209 0.000009
-0.000005 0.000000
-0.000015 0.000000
0.000131 0.000003
-0.000252 0.000013
0.000263 0.000014
-0.000079 0.000001
0.000117 0.000003
0.000158 0.000005
-0.000141 0.000004
-0.000146 0.000004
0.000038 0.000000
-0.000116 0.000003
-0.000069 0.000001
0.000040 0.000000
-0.000158 0.000005
-0.000157 0.000005
-0.000077 0.000001
-0.000100 0.000002
0.000159 0.000005
0.000195 0.000008
0.000023 0.000000
0.000220 0.000010
-0.000220 0.000010
0.000173 0.000006
-0.000031 0.000000
-0.000178 0.000006
-0.000145 0.000004
0.000076 0.000001
0.000065 0.000001
0.000078 0.000001
-0.000065 0.000001
-0.000016 0.000000
0.000142 0.000004
0.000153 0.000005
0.000024 0.000000
0.000152 0.000005
-0.000008 0.000000
-0.000055 0.000001
0.000025 0.000000
0.000038 0.000000
-0.000009 0.000000
0.000126 0.000003
0.000127 0.000003
-0.000063 0.000001
-0.000129 0.000003
0.000075 0.000001
-0.000045 0.000000
-0.000063 0.000001
0.000022 0.000000
0.000064 0.000001
0.000152 0.000005
-0.000148 0.000004
-0.000033 0.000000
-0.000142 0.000004
-0.000108 0.000002
0.000107 0.000002
-0.000134 0.000004
-0.000103 0.000002
-0.000084 0.000001
0.000118 0.000003
0.000131 0.000003
-0.000015 0.000000
0.000054 0.000001
0.000081 0.000001
0.000055 0.000001
-0.000002 0.000000
0.000030 0.000000
-0.000003 0.000000
-0.000095 0.000002
-0.000045 0.000000
-0.000030 0.000000
0.000046 0.000000
0.000060 0.000001
-0.000033 0.000000
-0.000001 0.000000
0.000061 0.000001
-0.000006 0.000000
0.000126 0.000003
0.000075 0.000001
0.000005 0.000000
-0.000093 0.000002
-0.000073 0.000001
0.000053 0.000001
-0.000058 0.000001
-0.000060 0.000001
0.000017 0.000000
-0.000017 0.000000
0.000028 0.000000
0.000012 0.000000
0.000025 0.000000
0.000042 0.000000
0.000051 0.000001
-0.000061 0.000001
-0.000111 0.000002
0.000044 0.000000
0.000020 0.000000
-0.000040 0.000000
0.000014 0.000000
0.000054 0.000001
-0.000020 0.000000
0.000042 0.000000
-0.000045 0.000000
0.000058 0.000001
0.000029 0.000000
0.000082 0.000001
0.000018 0.000000
-0.000082 0.000001
-0.000078 0.000001
0.000007 0.000000
0.000024 0.000000
-0.000036 0.000000
0.000015 0.000000
-0.000022 0.000000
-0.000089 0.000002
-0.000081 0.000001
0.000040 0.000000
0.000072 0.000001
0.000012 0.000000
0.000055 0.000001
0.000038 0.000000
0.000066 0.000001
0.000001 0.000000
-0.000052 0.000001
-0.000011 0.000000
0.000041 0.000000
0.000017 0.000000
-0.000036 0.000000
-0.000042 0.000000
0.000047 0.000000
-0.000019 0.000000
-0.000045 0.000000
0.000004 0.000000
0.000008 0.000000
0.000023 0.000000
0.000071 0.000001
0.000066 0.000001
-0.000025 0.000000
0.000005 0.000000
0.000066 0.000001
0.000002 0.000000
-0.000042 0.000000
-0.000000 0.000000
-0.000031 0.000000
-0.000011 0.000000
-0.000007 0.000000
0.000011 0.000000
-0.000054 0.000001
-0.000059 0.000001
0.000036 0.000000
0.000028 0.000000
0.000001 0.000000
-0.000003 0.000000
-0.000035 0.000000
-0.000013 0.000000
-0.000006 0.000000
-0.000045 0.000000
0.000023 0.000000
-0.000027 0.000000
0.000028 0.000000
0.000004 0.000000
-0.000027 0.000000
0.000015 0.000000
0.000030 0.000000
-0.000021 0.000000
0.000007 0.000000
0.000041 0.000000
-0.000010 0.000000
0.000040 0.000000
-0.000028 0.000000
-0.000025 0.000000
0.000032 0.000000
0.000028 0.000000
0.000014 0.000000
-0.000014 0.000000
0.000034 0.000000
0.000030 0.000000
0.000012 0.000000
-0.000020 0.000000
0.000001 0.000000
0.000030 0.000000
0.000034 0.000000
0.000013 0.000000
-0.000017 0.000000
0.000024 0.000000
0.000044 0.000000
0.000038 0.000000
0.000038 0.000000
-0.000018 0.000000
0.000042 0.000000
0.000001 0.000000
-0.000027 0.000000
-0.000012 0.000000
-0.000011 0.000000
-0.000004 0.000000
-0.000006 0.000000
-0.000023 0.000000
0.000005 0.000000
-0.000001 0.000000
-0.000038 0.000000
-0.000022 0.000000
-0.000011 0.000000
0.000028 0.000000
0.000019 0.000000
0.000031 0.000000
-0.000003 0.000000
0.000031 0.000000
-0.000030 0.000000
0.000009 0.000000
0.000018 0.000000
-0.000023 0.000000
0.000012 0.000000
-0.000009 0.000000
-0.000026 0.000000
-0.000006 0.000000
-0.000002 0.000000
0.000013 0.000000
-0.000002 0.000000
0.000028 0.000000
-0.000011 0.000000
0.000012 0.000000
0.000003 0.000000
-0.000002 0.000000
0.000018 0.000000
-0.000000 0.000000
-0.000011 0.000000
0.000024 0.000000
0.000028 0.000000
-0.000026 0.000000
0.000020 0.000000
-0.000008 0.000000
0.000008 0.000000
0.000026 0.000000
-0.000001 0.000000
-0.000003 0.000000
0.000025 0.000000
-0.000017 0.000000
0.000003 0.000000
0.000005 0.000000
0.000003 0.000000
0.000011 0.000000
-0.000020 0.000000
0.000014 0.000000
-0.000025 0.000000
-0.000021 0.000000
-0.000009 0.000000
-0.000013 0.000000
-0.000019 0.000000
-0.000004 0.000000
-0.000014 0.000000
-0.000009 0.000000
0.000021 0.000000
0.000008 0.000000
0.000015 0.000000
0.000010 0.000000
-0.000018 0.000000
-0.000021 0.000000
-0.000019 0.000000
-0.000008 0.000000
0.000010 0.000000
0.000016 0.000000
0.000013 0.000000
0.000006 0.000000
0.000015 0.000000
-0.000000 0.000000
0.000003 0.000000
-0.000003 0.000000
0.000013 0.000000
-0.000014 0.000000
0.000012 0.000000
0.000008 0.000000
-0.000010 0.000000
0.000014 0.000000
0.000012 0.000000
0.000005 0.000000
-0.000007 0.000000
0.000006 0.000000
0.000014 0.000000
-0.000007 0.000000
-0.000008 0.000000
-0.000008 0.000000
-0.000015 0.000000
-0.000010 0.000000
-0.000016 0.000000
0.000010 0.000000
-0.000002 0.000000
-0.000002 0.000000
-0.000012 0.000000
-0.000013 0.000000
-0.000011 0.000000
-0.000013 0.000000
-0.000001 0.000000
0.000015 0.000000
0.000013 0.000000
-0.000008 0.000000
-0.000000 0.000000
-0.000006 0.000000
0.000012 0.000000
-0.000002 0.000000
0.000012 0.000000
-0.000009 0.000000
0.000014 0.000000
0.000005 0.000000
-0.000007 0.000000
-0.000002 0.000000
-0.000007 0.000000
0.000000 0.000000
0.000012 0.000000
-0.000001 0.000000
0.000012 0.000000
0.000011 0.000000
0.000005 0.000000
-0.000006 0.000000
-0.000009 0.000000
0.000011 0.000000
0.000010 0.000000
-0.000007 0.000000
-0.000003 0.000000
-0.000007 0.000000
0.000005 0.000000
-0.000007 0.000000
-0.000010 0.000000
-0.000003 0.000000
-0.000010 0.000000
0.000006 0.000000
0.000009 0.000000
0.000008 0.000000
-0.000007 0.000000
0.000005 0.000000
0.000002 0.000000
0.000009 0.000000
-0.000010 0.000000
-0.000005 0.000000
0.000009 0.000000
-0.000007 0.000000
-0.000009 0.000000
0.000002 0.000000
-0.000007 0.000000
0.000001 0.000000
0.000006 0.000000
0.000002 0.000000
0.000007 0.000000
-0.000005 0.000000
-0.000003 0.000000
-0.000005 0.000000
0.000003 0.000000
0.000005 0.000000
-0.000007 0.000000
0.000003 0.000000
-0.000005 0.000000
0.000002 0.000000
-0.000006 0.000000
-0.000008 0.000000
